latitude,longitude,chainage_km,elevation_m,slope_deg,aspect_deg,twi,lithology,daily_rainfall_mm,api_11,soil_moisture,pore_pressure_kpa,factor_of_safety,risk_level
25.68512,91.85451,42.18,396.8,40.28,86.3,7.93,Weathered Regolith / Phyllite,11.8,69.4,0.264,8.55,1.025,2
25.85473,91.89949,61.1,1161.3,42.51,310.4,9.08,Shillong Quartzite,4.0,108.1,0.43,13.12,0.845,3
25.65664,91.9082,52.08,798.0,37.15,223.9,7.03,Weathered Regolith / Phyllite,24.0,97.2,0.35,11.14,1.034,2
25.65597,91.86128,67.6,1373.5,23.24,294.2,8.37,Weathered Regolith / Phyllite,11.7,102.5,0.447,12.24,1.637,1
25.73737,91.93025,59.51,1088.8,51.0,234.6,8.97,Weathered Regolith / Phyllite,31.6,130.8,0.424,15.48,0.66,3
25.78193,91.94313,42.71,449.1,50.93,152.6,8.22,Weathered Regolith / Phyllite,37.9,111.5,0.432,13.14,0.701,3
25.85801,91.93503,68.44,1412.0,38.69,82.1,8.37,Weathered Regolith / Phyllite,24.6,96.9,0.353,11.64,0.977,3
25.83449,91.91608,47.76,637.1,44.24,25.2,6.61,Weathered Regolith / Phyllite,9.0,98.5,0.42,11.11,0.867,3
25.77039,91.85607,50.12,694.3,33.52,192.8,8.67,Colluvial Debris,19.9,82.8,0.349,10.26,1.177,2
25.72388,91.85661,52.07,757.4,52.15,356.5,6.89,Colluvial Debris,8.1,83.2,0.345,9.59,0.788,3
25.91922,91.94524,41.54,453.7,38.69,265.7,7.87,Shillong Quartzite,65.3,164.6,0.515,18.64,0.777,3
25.76507,91.82134,54.9,985.1,48.82,117.8,7.71,Colluvial Debris,40.7,150.2,0.466,17.04,0.651,3
25.77187,91.91309,43.7,531.1,37.57,297.8,8.11,Colluvial Debris,19.0,104.9,0.425,12.38,0.986,2
25.69418,91.91181,52.03,892.3,40.06,276.8,8.32,Weathered Regolith / Phyllite,94.2,144.3,0.47,16.66,0.8,3
25.8646,91.90095,50.52,826.2,42.08,101.4,8.08,Weathered Regolith / Phyllite,111.6,188.0,0.689,21.21,0.649,3
25.83729,91.94871,63.19,1232.1,45.25,5.2,5.92,Colluvial Debris,11.2,96.0,0.455,10.57,0.863,3
25.70961,91.86054,64.1,1306.3,50.55,42.5,7.26,Shillong Quartzite,2.8,81.9,0.349,9.6,0.807,3
25.67224,91.8642,44.6,619.5,46.92,315.8,7.91,Weathered Regolith / Phyllite,22.0,92.2,0.366,10.96,0.823,3
25.83373,91.83026,51.0,832.0,45.16,301.2,6.98,Shillong Quartzite,55.1,101.6,0.396,11.59,0.836,3
25.82672,91.87756,51.2,716.6,49.72,106.3,6.87,Weathered Regolith / Phyllite,56.4,158.7,0.589,17.61,0.654,3
25.72378,91.85394,44.54,549.5,32.16,102.7,6.74,Weathered Regolith / Phyllite,185.4,270.1,0.85,24.0,0.801,3
25.90673,91.86464,63.95,1210.6,38.26,285.4,7.59,Weathered Regolith / Phyllite,14.0,101.5,0.325,11.82,0.983,2
25.69079,91.92849,61.22,1189.4,48.64,337.6,9.18,Weathered Regolith / Phyllite,29.4,108.3,0.472,13.18,0.733,3
25.76673,91.94161,45.71,587.6,32.41,280.5,7.4,Weathered Regolith / Phyllite,40.2,156.3,0.512,17.57,0.992,3
25.90478,91.84415,51.0,855.2,38.07,218.0,7.89,Colluvial Debris,14.9,60.4,0.28,7.58,1.111,2
25.76333,91.86843,43.17,515.2,38.3,87.4,8.42,Weathered Regolith / Phyllite,18.1,111.2,0.469,13.19,0.943,3
25.8224,91.94072,58.85,1058.5,40.81,189.3,5.6,Weathered Regolith / Phyllite,32.0,160.7,0.537,17.32,0.764,3
25.75735,91.82804,43.64,512.3,44.8,84.1,8.7,Weathered Regolith / Phyllite,58.6,138.5,0.539,16.2,0.714,3
25.72404,91.83201,69.58,1427.8,39.92,290.9,7.44,Shillong Quartzite,43.8,151.6,0.552,17.08,0.792,3
25.91567,91.84116,63.42,1230.5,44.78,139.3,8.58,Colluvial Debris,0.6,93.1,0.398,11.32,0.851,3
25.76052,91.89738,51.71,807.1,46.84,300.1,5.64,Weathered Regolith / Phyllite,137.1,184.7,0.651,19.88,0.647,3
25.89141,91.83956,57.36,988.9,31.05,137.4,6.89,Weathered Regolith / Phyllite,53.6,169.6,0.547,18.78,1.003,3
25.71209,91.94585,67.34,1340.7,40.93,296.7,7.21,Weathered Regolith / Phyllite,50.3,119.7,0.399,13.6,0.867,3
25.70754,91.87807,56.62,1054.6,33.18,120.0,7.56,Shillong Quartzite,13.8,117.6,0.515,13.52,1.09,3
25.65841,91.8852,45.23,663.1,47.62,158.4,8.41,Weathered Regolith / Phyllite,24.6,88.4,0.365,10.75,0.817,3
25.82595,91.85207,51.36,778.8,31.67,221.6,5.91,Weathered Regolith / Phyllite,66.2,175.9,0.574,19.05,0.972,3
25.7495,91.88122,65.29,1319.3,36.24,25.3,8.23,Weathered Regolith / Phyllite,67.9,135.6,0.456,15.7,0.927,3
25.88338,91.90605,59.33,1043.3,47.65,341.4,6.22,Weathered Regolith / Phyllite,42.8,93.8,0.39,10.45,0.825,3
25.77777,91.91765,59.52,1070.2,43.22,206.5,8.48,Colluvial Debris,105.5,173.0,0.573,19.78,0.647,3
25.91141,91.918,66.0,1266.7,40.83,182.8,8.43,Weathered Regolith / Phyllite,36.7,128.1,0.417,14.98,0.83,3
25.70009,91.89513,66.82,1379.5,43.71,302.2,7.61,Weathered Regolith / Phyllite,3.0,76.7,0.305,9.19,0.931,3
25.88453,91.93757,67.59,1385.2,33.57,311.7,7.09,Granite Gneiss,62.8,174.4,0.528,19.37,0.898,3
25.85968,91.92626,42.85,526.6,37.88,188.0,8.16,Granite Gneiss,4.5,150.8,0.507,17.29,0.836,3
25.85815,91.91842,56.32,1006.9,35.06,333.8,6.79,Weathered Regolith / Phyllite,30.4,134.9,0.494,15.05,0.982,3
25.87809,91.82723,62.22,1142.8,43.61,23.3,6.64,Colluvial Debris,26.4,155.9,0.575,17.22,0.708,3
25.85548,91.82089,62.71,1181.8,34.76,40.8,8.25,Shillong Quartzite,184.9,279.7,0.85,24.0,0.723,3
25.81908,91.84762,58.2,1054.9,47.89,214.8,9.3,Weathered Regolith / Phyllite,131.4,194.7,0.615,22.4,0.649,3
25.68544,91.90626,45.0,561.3,52.57,127.5,8.39,Shillong Quartzite,1.7,79.3,0.336,9.78,0.778,3
25.65878,91.87346,63.92,1240.1,37.08,167.1,8.08,Weathered Regolith / Phyllite,34.3,180.1,0.481,20.37,0.767,3
25.89863,91.87231,61.6,1124.1,42.34,118.1,7.76,Weathered Regolith / Phyllite,13.5,119.1,0.452,13.76,0.831,3
25.8165,91.935,42.58,543.6,42.86,145.7,9.77,Weathered Regolith / Phyllite,10.8,74.2,0.336,9.79,0.932,3
25.86507,91.93642,53.91,924.5,44.07,296.2,7.72,Shillong Quartzite,134.1,264.6,0.748,24.0,0.646,3
25.78001,91.93819,45.22,632.2,42.23,213.7,7.45,Granite Gneiss,25.0,127.8,0.435,14.56,0.811,3
25.68167,91.8608,50.12,780.7,40.07,359.0,8.91,Weathered Regolith / Phyllite,34.7,105.4,0.387,12.76,0.911,3
25.6838,91.90984,40.54,375.2,47.63,283.3,6.67,Weathered Regolith / Phyllite,20.9,159.1,0.543,17.57,0.648,3
25.8351,91.85531,52.01,801.2,44.7,98.5,6.13,Shillong Quartzite,41.1,106.1,0.439,11.73,0.841,3
25.76618,91.84478,56.5,949.3,49.38,95.2,7.75,Shillong Quartzite,39.0,122.7,0.449,14.14,0.695,3
25.70414,91.844,58.59,1040.3,47.36,120.9,6.03,Granite Gneiss,30.0,99.2,0.43,10.95,0.816,3
25.78273,91.86447,59.9,1139.0,41.71,303.6,7.34,Weathered Regolith / Phyllite,170.6,268.6,0.822,24.0,0.65,3
25.66734,91.87589,65.09,1219.2,33.07,9.8,7.79,Shillong Quartzite,17.2,142.1,0.489,16.21,1.011,3
25.80713,91.92802,46.46,602.9,37.22,82.9,7.96,Weathered Regolith / Phyllite,34.3,106.6,0.464,12.52,0.992,2
25.72263,91.83559,43.61,510.7,43.39,325.8,9.46,Granite Gneiss,44.8,132.5,0.433,15.86,0.751,3
25.86534,91.91554,65.55,1241.6,35.86,230.4,7.04,Weathered Regolith / Phyllite,13.2,63.2,0.331,7.53,1.179,2
25.7338,91.88909,44.7,572.6,39.84,81.7,7.41,Weathered Regolith / Phyllite,17.1,73.9,0.327,8.81,1.028,2
25.77291,91.85743,69.24,1409.8,51.47,78.9,6.09,Weathered Regolith / Phyllite,97.4,158.7,0.549,17.29,0.662,3
25.65314,91.88407,65.28,1329.1,53.43,310.5,7.54,Colluvial Debris,0.9,97.5,0.308,11.37,0.722,3
25.66956,91.85899,55.03,914.9,43.8,321.8,8.19,Shillong Quartzite,11.4,79.9,0.403,9.77,0.913,3
25.75597,91.89749,69.44,1448.9,28.72,92.2,8.12,Colluvial Debris,18.6,87.8,0.371,10.57,1.369,1
25.77958,91.8764,42.92,506.8,48.31,151.4,6.69,Weathered Regolith / Phyllite,0.0,61.7,0.333,7.23,0.906,3
25.81201,91.84137,49.09,619.0,29.01,300.5,8.46,Shillong Quartzite,64.2,163.9,0.509,18.8,1.083,3
25.72875,91.83516,59.15,1012.7,43.95,277.6,7.7,Weathered Regolith / Phyllite,9.4,48.6,0.354,6.24,1.009,2
25.83765,91.89107,50.5,782.8,43.14,293.0,6.57,Shillong Quartzite,8.3,119.9,0.458,13.37,0.825,3
25.88223,91.93731,67.85,1388.3,44.86,186.6,7.32,Granite Gneiss,48.1,116.3,0.421,13.28,0.794,3
25.86056,91.86471,41.97,466.2,50.03,328.2,7.22,Granite Gneiss,9.1,77.5,0.267,9.12,0.828,3
25.6607,91.91529,56.48,1030.1,31.14,117.3,9.75,Shillong Quartzite,177.3,250.8,0.718,24.0,0.835,3
25.77974,91.90563,57.73,1040.8,42.11,56.4,8.6,Shillong Quartzite,48.2,135.2,0.385,15.8,0.778,3
25.67833,91.9411,59.58,1148.2,32.78,255.1,8.6,Colluvial Debris,44.0,112.0,0.432,13.34,1.109,3
25.71535,91.92673,47.67,570.1,27.3,194.2,9.31,Weathered Regolith / Phyllite,42.6,180.3,0.6,20.88,1.088,3
25.9164,91.89366,50.94,852.2,46.08,307.7,8.13,Granite Gneiss,2.6,97.4,0.423,11.6,0.819,3
25.68847,91.90541,65.31,1261.6,51.31,29.2,8.48,Colluvial Debris,2.3,106.1,0.379,12.67,0.71,3
25.7847,91.93679,45.85,605.7,43.63,303.7,5.88,Shillong Quartzite,10.3,75.4,0.321,8.36,0.956,3
25.8169,91.87194,64.81,1315.7,45.21,105.6,7.44,Granite Gneiss,1.0,58.0,0.304,7.14,0.96,3
25.83967,91.86248,56.88,906.2,50.81,235.7,7.99,Weathered Regolith / Phyllite,19.4,113.9,0.409,13.3,0.698,3
25.80111,91.82141,62.87,1190.2,25.2,14.4,8.53,Weathered Regolith / Phyllite,14.1,63.4,0.253,8.15,1.653,1
25.65264,91.92745,61.41,1189.6,43.78,219.4,6.57,Shillong Quartzite,22.8,95.6,0.365,10.78,0.885,3
25.73814,91.92413,46.23,593.2,39.41,258.2,7.32,Weathered Regolith / Phyllite,9.9,76.6,0.365,9.07,1.032,2
25.78978,91.83358,57.06,1033.8,42.56,132.8,7.14,Shillong Quartzite,18.6,139.8,0.469,15.7,0.772,3
25.67372,91.89499,66.03,1338.2,40.33,77.5,7.03,Colluvial Debris,11.4,120.5,0.436,13.61,0.88,3
25.74467,91.88032,52.96,860.5,38.59,193.5,7.36,Weathered Regolith / Phyllite,92.7,118.9,0.421,13.57,0.925,3
25.65896,91.83543,69.0,1438.9,36.26,299.9,7.91,Weathered Regolith / Phyllite,29.3,133.8,0.568,15.39,0.935,3
25.67122,91.94747,53.57,926.6,48.37,116.5,8.4,Shillong Quartzite,113.7,261.7,0.761,24.0,0.65,3
25.75717,91.84791,44.28,574.0,48.98,90.9,8.05,Weathered Regolith / Phyllite,49.5,177.1,0.579,20.04,0.652,3
25.68583,91.82874,51.68,846.1,43.9,100.4,8.5,Weathered Regolith / Phyllite,58.2,128.4,0.44,15.04,0.763,3
25.80324,91.89733,68.55,1364.0,36.13,341.7,8.94,Weathered Regolith / Phyllite,34.1,87.1,0.391,10.84,1.073,2
25.83616,91.91605,49.59,759.0,46.82,129.3,7.28,Weathered Regolith / Phyllite,32.6,95.0,0.393,11.0,0.823,3
25.86616,91.82422,66.04,1331.1,48.93,1.3,7.0,Weathered Regolith / Phyllite,1.6,58.8,0.24,7.05,0.902,3
25.70404,91.90563,66.44,1370.3,45.05,281.4,5.85,Colluvial Debris,3.3,100.4,0.461,11.01,0.854,3
25.69522,91.8892,50.51,721.4,48.2,251.7,8.72,Weathered Regolith / Phyllite,46.9,126.2,0.453,14.9,0.691,3
25.67823,91.83342,42.5,530.4,38.62,46.3,6.14,Weathered Regolith / Phyllite,7.4,92.9,0.406,10.33,1.017,2
25.82184,91.84243,61.74,1125.6,46.07,354.6,8.15,Colluvial Debris,12.3,111.3,0.4,13.09,0.778,3
25.84075,91.89384,49.35,820.7,35.33,218.9,7.58,Granite Gneiss,4.4,101.2,0.42,11.78,1.07,2
25.65853,91.85853,63.49,1186.5,46.26,180.3,8.9,Weathered Regolith / Phyllite,6.1,94.0,0.413,11.54,0.818,3
25.90278,91.94198,53.28,818.1,38.36,137.6,7.59,Shillong Quartzite,41.8,92.8,0.326,10.9,1.008,2
25.66403,91.92644,54.56,897.9,29.45,323.5,8.97,Granite Gneiss,8.5,55.7,0.323,7.5,1.434,1
25.79615,91.94786,63.34,1258.7,49.89,87.8,6.77,Shillong Quartzite,16.7,81.7,0.355,9.38,0.822,3
25.84145,91.85376,51.47,815.7,45.01,102.9,6.99,Granite Gneiss,4.6,87.1,0.331,10.05,0.882,3
25.88516,91.94606,53.29,932.5,43.72,44.1,7.85,Shillong Quartzite,116.5,214.6,0.719,23.94,0.646,3
25.8428,91.87606,51.29,783.0,44.56,273.3,9.68,Weathered Regolith / Phyllite,36.5,126.0,0.42,15.26,0.745,3
25.86647,91.86518,51.02,766.1,42.15,214.4,7.71,Shillong Quartzite,12.6,114.6,0.442,13.26,0.849,3
25.74165,91.82655,55.78,922.9,44.33,219.3,8.89,Shillong Quartzite,43.0,81.2,0.309,10.18,0.891,3
25.87,91.82686,64.26,1228.2,35.81,78.6,8.63,Shillong Quartzite,7.7,78.8,0.309,9.82,1.113,2
25.67163,91.90996,50.85,724.0,37.24,234.4,8.61,Weathered Regolith / Phyllite,33.0,243.6,0.758,24.0,0.67,3
25.8916,91.87953,55.73,924.5,47.84,275.6,7.3,Weathered Regolith / Phyllite,36.7,145.9,0.487,16.42,0.654,3
25.79785,91.84945,60.12,1055.8,45.5,128.8,7.24,Colluvial Debris,210.8,276.2,0.845,24.0,0.646,3
25.87067,91.89982,48.08,711.7,49.02,288.5,6.46,Weathered Regolith / Phyllite,96.5,148.1,0.489,16.31,0.652,3
25.77213,91.85287,48.33,750.6,52.52,125.6,8.78,Weathered Regolith / Phyllite,2.8,57.9,0.289,7.67,0.839,3
25.82377,91.89509,68.0,1388.9,32.19,272.9,9.48,Granite Gneiss,8.5,83.6,0.333,10.67,1.214,2
25.79213,91.8667,61.71,1132.8,46.1,12.1,8.16,Weathered Regolith / Phyllite,3.7,65.9,0.305,8.26,0.912,3
25.84753,91.92706,57.32,1035.8,35.77,198.4,7.31,Weathered Regolith / Phyllite,5.2,147.8,0.53,16.62,0.913,3
25.67204,91.92669,59.43,1078.5,48.63,349.0,6.68,Shillong Quartzite,11.4,78.3,0.356,8.99,0.851,3
25.6663,91.88206,40.88,471.4,36.93,353.2,9.63,Shillong Quartzite,15.0,76.5,0.336,9.98,1.074,2
25.71672,91.86561,58.54,1011.2,51.01,101.4,5.71,Shillong Quartzite,65.5,180.5,0.605,19.46,0.66,3
25.69308,91.86713,55.29,899.9,47.16,158.9,8.41,Colluvial Debris,80.8,174.9,0.587,19.94,0.647,3
25.88538,91.92474,56.37,1002.1,47.78,22.7,7.07,Weathered Regolith / Phyllite,99.9,200.0,0.609,22.08,0.649,3
25.70919,91.86266,50.78,776.6,33.75,314.4,7.75,Shillong Quartzite,46.5,112.5,0.489,13.06,1.084,3
25.91348,91.84718,42.44,522.6,41.48,204.7,8.57,Weathered Regolith / Phyllite,59.7,159.6,0.469,18.39,0.719,3
25.74096,91.83101,45.8,568.7,50.43,138.6,5.89,Weathered Regolith / Phyllite,74.2,122.1,0.465,13.33,0.703,3
25.69917,91.88067,68.52,1415.6,44.04,40.6,7.2,Granite Gneiss,39.2,91.9,0.377,10.64,0.884,3
25.86322,91.88268,52.26,851.0,47.2,340.8,8.88,Weathered Regolith / Phyllite,43.5,142.3,0.513,16.68,0.658,3
25.82785,91.92932,54.0,828.5,30.67,190.9,8.59,Shillong Quartzite,175.6,256.7,0.749,24.0,0.851,3
25.78451,91.84876,41.58,455.2,34.23,101.9,8.61,Weathered Regolith / Phyllite,20.0,109.8,0.432,13.11,1.066,2
25.79995,91.86953,41.13,358.8,40.79,126.1,8.37,Weathered Regolith / Phyllite,225.5,325.1,0.824,24.0,0.653,3
25.84418,91.92509,61.52,1211.8,42.46,97.5,5.96,Shillong Quartzite,13.3,103.0,0.416,11.33,0.897,3
25.71168,91.92707,56.14,912.3,42.37,216.7,6.74,Shillong Quartzite,1.2,60.6,0.355,7.13,1.017,2
25.91901,91.87,55.26,926.6,34.66,334.8,7.91,Weathered Regolith / Phyllite,40.3,116.7,0.413,13.56,1.039,3
25.91319,91.87969,47.29,655.1,37.82,308.4,7.46,Colluvial Debris,23.8,99.4,0.438,11.54,1.003,2
25.82559,91.85943,62.34,1143.5,33.62,165.7,7.74,Weathered Regolith / Phyllite,47.2,145.1,0.485,16.51,0.983,3
25.70388,91.94123,45.05,650.6,42.12,297.5,8.4,Weathered Regolith / Phyllite,2.2,104.2,0.386,12.43,0.873,3
25.83366,91.83542,45.7,571.8,32.62,152.3,5.91,Weathered Regolith / Phyllite,27.2,78.0,0.329,8.65,1.26,1
25.66949,91.94139,53.82,873.0,45.43,90.8,7.96,Weathered Regolith / Phyllite,8.0,84.4,0.325,10.15,0.871,3
25.65828,91.9089,48.59,673.0,42.51,354.0,5.39,Weathered Regolith / Phyllite,65.4,182.9,0.585,19.59,0.664,3
25.71957,91.8891,47.42,631.9,45.72,109.4,5.87,Granite Gneiss,3.3,60.1,0.287,6.73,0.962,3
25.77491,91.82425,59.36,1073.1,34.64,116.5,7.69,Shillong Quartzite,51.9,126.8,0.437,14.55,1.009,3
25.88443,91.88183,59.53,1111.6,41.86,356.3,8.59,Weathered Regolith / Phyllite,126.1,219.3,0.635,24.0,0.649,3
25.84634,91.87301,64.74,1272.1,37.9,48.2,6.63,Colluvial Debris,0.7,51.1,0.306,6.09,1.159,2
25.85053,91.84096,52.53,808.3,35.75,273.8,8.03,Weathered Regolith / Phyllite,7.5,99.0,0.347,11.73,1.058,2
25.76488,91.90533,42.19,476.5,40.52,336.9,8.18,Weathered Regolith / Phyllite,160.5,332.2,0.85,24.0,0.654,3
25.7434,91.94625,48.21,632.7,32.38,184.2,7.2,Weathered Regolith / Phyllite,27.6,99.6,0.419,11.46,1.182,2
25.75018,91.89308,69.4,1476.3,48.38,0.9,7.48,Weathered Regolith / Phyllite,4.0,143.3,0.516,16.22,0.651,3
25.91667,91.91292,57.89,1005.8,42.76,135.0,8.82,Shillong Quartzite,16.1,67.7,0.29,8.72,0.964,3
25.66083,91.8289,61.29,1127.1,41.23,40.2,7.73,Weathered Regolith / Phyllite,6.4,131.2,0.478,15.04,0.819,3
25.8841,91.8743,40.22,329.9,43.73,149.8,6.49,Shillong Quartzite,54.1,102.7,0.458,11.51,0.866,3
25.80624,91.83513,55.55,923.8,40.67,284.4,8.04,Shillong Quartzite,1.3,81.8,0.312,9.91,0.977,3
25.76843,91.89966,41.13,506.7,42.99,157.9,7.87,Granite Gneiss,165.9,252.9,0.744,24.0,0.647,3
25.84582,91.942,57.08,1022.2,45.35,155.5,5.58,Granite Gneiss,27.9,127.2,0.415,13.75,0.772,3
25.7814,91.90603,67.62,1411.2,41.45,200.4,6.21,Weathered Regolith / Phyllite,68.4,130.8,0.457,14.38,0.833,3
25.88582,91.82998,69.05,1421.5,43.04,209.4,6.51,Weathered Regolith / Phyllite,56.7,128.5,0.461,14.25,0.803,3
25.89319,91.86611,56.22,862.8,47.83,308.3,6.24,Shillong Quartzite,63.2,88.3,0.349,9.88,0.838,3
25.76386,91.89159,53.75,883.9,31.64,111.0,7.34,Weathered Regolith / Phyllite,1.8,96.9,0.363,11.23,1.218,2
25.72474,91.87242,68.35,1400.3,38.13,295.8,7.69,Weathered Regolith / Phyllite,51.5,108.9,0.43,12.65,0.963,3
25.80993,91.92837,60.21,1143.1,39.45,203.7,7.41,Shillong Quartzite,42.4,157.1,0.485,17.65,0.786,3
25.89634,91.92591,41.95,466.7,49.3,108.2,8.5,Weathered Regolith / Phyllite,65.2,118.3,0.461,13.97,0.701,3
25.70688,91.89954,53.97,858.1,39.78,106.2,8.03,Granite Gneiss,10.5,109.6,0.491,12.86,0.915,3
25.8182,91.86855,47.21,648.3,36.35,130.0,8.9,Weathered Regolith / Phyllite,68.0,158.8,0.478,18.43,0.844,3
25.82052,91.85319,54.09,879.6,38.37,224.2,7.87,Colluvial Debris,14.4,80.2,0.303,9.67,1.042,2
25.84794,91.83376,53.66,899.2,39.09,83.1,6.28,Granite Gneiss,28.2,159.0,0.469,17.41,0.802,3
25.68552,91.86614,57.46,1007.4,46.54,331.3,7.42,Weathered Regolith / Phyllite,15.5,79.3,0.335,9.39,0.873,3
25.84327,91.87371,50.7,735.0,35.82,207.0,8.74,Shillong Quartzite,15.6,83.2,0.397,10.33,1.098,2
25.89544,91.90786,44.93,595.2,43.03,331.2,6.67,Shillong Quartzite,149.8,222.0,0.706,24.0,0.647,3
25.69851,91.90556,55.11,899.4,50.51,16.7,5.89,Shillong Quartzite,12.3,86.6,0.387,9.56,0.809,3
25.71414,91.82911,64.91,1259.1,43.17,123.3,7.15,Shillong Quartzite,44.1,113.1,0.437,12.88,0.838,3
25.91228,91.87138,59.92,1078.7,38.55,8.2,7.49,Shillong Quartzite,28.1,82.5,0.413,9.76,1.035,2
25.69886,91.84363,50.15,764.8,34.2,98.0,7.4,Weathered Regolith / Phyllite,32.8,110.0,0.403,12.65,1.081,3
25.88068,91.84039,68.07,1327.4,46.52,310.3,6.28,Weathered Regolith / Phyllite,7.4,80.3,0.379,9.04,0.883,3
25.78292,91.92755,67.37,1359.1,43.37,13.2,6.88,Colluvial Debris,209.7,345.8,0.85,24.0,0.647,3
25.71675,91.82545,46.28,663.0,30.32,157.0,8.56,Weathered Regolith / Phyllite,30.2,227.6,0.73,24.0,0.863,3
25.8851,91.87449,41.18,445.2,26.51,42.3,7.95,Weathered Regolith / Phyllite,6.2,129.2,0.419,14.91,1.335,1
25.77023,91.84187,62.24,1151.7,44.19,150.1,7.93,Weathered Regolith / Phyllite,38.9,126.5,0.435,14.62,0.77,3
25.789,91.93431,64.83,1254.4,40.72,302.0,7.81,Colluvial Debris,5.3,67.0,0.409,8.25,1.023,2
25.74699,91.89242,69.04,1428.1,46.32,224.3,7.65,Shillong Quartzite,1.8,77.0,0.326,9.24,0.881,3
25.8101,91.85008,66.7,1356.7,31.42,265.2,7.31,Granite Gneiss,21.0,75.3,0.41,8.93,1.3,1
25.69415,91.88532,58.02,1090.7,52.67,125.7,7.35,Granite Gneiss,22.6,57.9,0.29,7.1,0.855,3
25.75559,91.91509,55.9,891.5,40.06,340.0,5.73,Granite Gneiss,154.1,251.6,0.725,24.0,0.655,3
25.91174,91.94456,40.84,439.8,43.01,255.3,7.46,Shillong Quartzite,12.0,99.8,0.363,11.59,0.878,3
25.7197,91.84866,47.4,666.4,47.55,151.8,7.66,Weathered Regolith / Phyllite,81.6,183.8,0.554,20.59,0.648,3
25.82732,91.9352,53.79,879.9,48.08,153.5,6.45,Weathered Regolith / Phyllite,9.4,77.6,0.343,8.82,0.864,3
25.7378,91.94146,58.86,1074.1,38.07,330.7,7.09,Shillong Quartzite,4.7,40.6,0.277,5.15,1.181,2
25.85884,91.93913,56.72,975.9,45.66,207.5,6.69,Weathered Regolith / Phyllite,137.2,218.8,0.645,23.92,0.646,3
25.68534,91.9026,62.28,1139.8,38.69,254.3,6.17,Shillong Quartzite,10.1,99.0,0.426,10.98,0.996,2
25.91185,91.90188,48.39,702.3,33.16,150.1,7.57,Shillong Quartzite,31.9,134.7,0.46,15.34,1.035,3
25.77252,91.87242,56.95,1019.2,45.71,80.5,9.17,Shillong Quartzite,7.4,122.0,0.366,14.63,0.741,3
25.71373,91.91781,42.64,490.7,37.88,260.5,7.41,Weathered Regolith / Phyllite,22.4,164.2,0.533,18.41,0.803,3
25.66984,91.88907,52.41,876.7,36.04,218.8,7.78,Weathered Regolith / Phyllite,13.7,117.8,0.42,13.63,0.994,3
25.69583,91.90807,62.5,1178.2,35.74,180.5,8.28,Granite Gneiss,91.3,203.4,0.687,22.93,0.728,3
25.79034,91.8757,60.8,1146.5,43.68,224.6,7.99,Weathered Regolith / Phyllite,15.9,137.5,0.518,15.8,0.746,3
25.74099,91.91509,69.72,1376.9,39.32,75.0,9.15,Shillong Quartzite,24.6,94.7,0.428,11.73,0.959,3
25.8738,91.92718,48.34,781.5,40.34,285.8,8.7,Shillong Quartzite,81.1,141.0,0.518,16.46,0.799,3
25.76634,91.83904,54.95,914.0,36.16,341.3,8.64,Colluvial Debris,126.9,209.7,0.659,23.74,0.693,3
25.71715,91.92828,49.89,726.5,32.01,320.8,9.43,Granite Gneiss,3.0,80.8,0.375,10.36,1.231,2
25.81663,91.89024,53.22,852.0,46.14,115.7,6.71,Weathered Regolith / Phyllite,167.1,239.9,0.745,24.0,0.646,3
25.84083,91.92981,65.71,1261.8,40.97,146.2,8.0,Shillong Quartzite,13.5,79.7,0.379,9.67,0.977,3
25.6951,91.87607,60.53,1071.7,44.77,291.0,8.65,Weathered Regolith / Phyllite,25.3,112.5,0.406,13.41,0.792,3
25.69526,91.86928,66.47,1328.2,44.42,214.2,7.9,Weathered Regolith / Phyllite,13.2,64.9,0.266,8.06,0.949,3
25.6599,91.93896,46.11,618.3,51.01,197.2,8.97,Granite Gneiss,87.0,201.7,0.548,23.02,0.66,3
25.84883,91.85265,66.2,1326.0,39.34,333.6,6.34,Shillong Quartzite,4.8,74.4,0.31,8.44,1.052,2
25.82923,91.92975,41.79,461.4,33.39,193.0,7.82,Shillong Quartzite,23.8,77.1,0.32,9.33,1.21,2
25.77815,91.88292,66.66,1329.7,41.09,185.4,9.31,Weathered Regolith / Phyllite,22.2,112.5,0.424,13.68,0.861,3
25.87793,91.88683,49.87,697.4,27.2,15.1,7.91,Granite Gneiss,5.9,127.5,0.456,14.71,1.305,1
25.86753,91.8601,49.44,710.8,42.58,25.0,8.26,Weathered Regolith / Phyllite,21.8,63.8,0.39,8.09,0.985,2
25.80805,91.8945,55.36,944.1,45.74,2.7,5.6,Granite Gneiss,101.2,177.8,0.594,19.13,0.646,3
25.88443,91.86228,68.22,1366.2,34.02,328.8,8.45,Shillong Quartzite,35.1,185.8,0.559,21.12,0.831,3
25.70558,91.82511,41.43,461.9,48.78,147.0,8.72,Weathered Regolith / Phyllite,18.4,86.6,0.425,10.69,0.801,3
25.68022,91.85536,50.57,764.4,29.92,168.7,7.8,Weathered Regolith / Phyllite,69.4,132.9,0.463,15.24,1.161,2
25.72283,91.82083,65.7,1293.7,42.46,304.3,5.63,Weathered Regolith / Phyllite,24.0,162.0,0.559,17.46,0.724,3
25.66541,91.94719,51.88,824.1,40.49,219.3,5.76,Colluvial Debris,4.1,77.0,0.368,8.49,1.022,2
